gene_name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3
ENSG00000166348.18	1466	1530	1446	1526	1601	1334
ENSG00000207327.1	1	0	2	1	1	1
ENSG00000237139.1	0	0	0	0	0	0
ENSG00000268584.1	57	61	60	69	57	55
ENSG00000272791.1	12	17	10	21	14	14
ENSG00000177791.11	1	0	0	0	1	0
ENSG00000166317.11	1	0	2	3	1	2
ENSG00000271848.1	0	0	0	0	0	0
ENSG00000172650.13	23	17	29	27	21	14
ENSG00000242288.9	0	0	0	0	0	0
ENSG00000271816.1	19	24	34	33	21	25
ENSG00000272140.2	27	19	35	37	32	19
ENSG00000252072.1	0	0	0	0	0	0
ENSG00000242338.6	48	42	44	54	57	40
ENSG00000250959.2	113	91	82	103	88	74
ENSG00000235316.1	47	65	51	65	54	45
ENSG00000270808.1	2	2	0	0	1	0
ENSG00000279088.1	580	548	489	708	652	507
ENSG00000176986.15	9091	10173	9185	9609	9422	8584
ENSG00000279689.1	58	59	16	76	50	49
ENSG00000196968.10	1173	1307	998	1300	1254	982
ENSG00000172586.7	2636	2838	2394	2791	2632	2371
ENSG00000214655.10	3878	4493	2907	3890	3849	2826
ENSG00000280238.1	0	1	0	1	1	0
ENSG00000272589.1	1	0	1	5	1	2
ENSG00000272916.5	17	11	13	21	9	7
ENSG00000166507.17	38	40	31	42	35	30
ENSG00000148660.20	3473	3534	2881	3817	3591	2848
ENSG00000224195.1	1	0	0	4	1	0
ENSG00000229990.3	0	0	0	0	0	0
ENSG00000122861.15	7940	8180	7331	8265	7179	6956
ENSG00000222047.8	59	61	40	84	54	48
ENSG00000035403.17	26493	30203	29225	29738	27897	28204
ENSG00000225761.1	0	0	0	0	0	0
ENSG00000185009.12	4844	5524	5318	5262	5334	4969
ENSG00000156110.13	1829	2182	2067	2064	2097	1951
ENSG00000236900.1	0	0	0	0	0	0
ENSG00000214629.3	23	23	32	25	34	23
ENSG00000213731.2	0	0	0	0	0	0
ENSG00000232342.7	0	0	3	0	0	0
ENSG00000226253.1	1	0	2	1	0	0
ENSG00000206756.1	0	0	0	0	0	0
ENSG00000271710.1	0	0	0	0	0	0
ENSG00000214626.2	0	0	0	0	0	2
ENSG00000213525.3	0	0	0	0	0	0
ENSG00000272748.1	0	0	0	0	0	0
ENSG00000156650.13	1767	1923	1668	2082	1814	1567
ENSG00000234149.1	1	3	0	3	0	1
ENSG00000227186.1	0	0	0	0	0	1
ENSG00000188716.5	0	0	0	0	0	0
ENSG00000285810.1	0	0	0	0	1	0
ENSG00000237882.1	27	33	17	36	28	21
ENSG00000079393.20	9	1	3	3	1	1
ENSG00000156671.13	2743	3014	2497	3105	2661	2309
ENSG00000232437.1	1	0	0	0	0	0
ENSG00000165637.13	13823	15404	14603	14911	15239	13391
ENSG00000165644.10	1087	1168	994	1206	1103	1012
ENSG00000227271.1	1	0	0	1	0	0
ENSG00000226051.7	2	1	0	2	0	0
ENSG00000233313.2	0	0	0	0	0	1
ENSG00000270087.5	0	0	0	1	0	0
ENSG00000223428.1	0	0	0	0	0	0
ENSG00000236797.1	2	1	0	1	3	2
ENSG00000165655.16	1466	1611	1077	1765	1384	1172
ENSG00000237149.5	248	297	193	276	290	209
ENSG00000273248.1	7	16	7	14	6	10
ENSG00000272692.1	28	12	15	14	11	18
ENSG00000236842.1	4	3	1	4	4	2
ENSG00000148655.14	127	122	113	112	120	97
ENSG00000279814.1	0	0	0	0	0	0
ENSG00000207583.1	0	0	0	0	0	0
ENSG00000268659.2	0	0	0	0	0	0
ENSG00000228280.1	10	4	9	2	2	1
ENSG00000265486.2	0	0	0	0	0	0
ENSG00000201954.1	0	0	0	0	0	0
ENSG00000278992.1	0	0	0	0	0	0
ENSG00000230575.1	0	0	0	0	0	0
ENSG00000269256.1	0	0	0	0	0	0
ENSG00000252888.1	0	0	0	0	0	0
ENSG00000224948.1	2	0	0	1	0	0
ENSG00000156113.22	4042	3675	3599	4267	3481	3556
ENSG00000236467.8	1	0	0	6	1	0
ENSG00000225497.5	0	0	0	0	0	0
ENSG00000224500.1	0	0	0	0	0	0
ENSG00000225652.1	0	0	1	0	0	0
ENSG00000228092.1	0	0	0	0	1	0
ENSG00000199592.1	0	0	0	0	0	0
ENSG00000213514.2	104	97	95	92	91	89
ENSG00000277981.1	0	0	0	0	0	0
ENSG00000199664.1	2	1	0	0	2	1
ENSG00000213513.3	29	36	32	29	31	29
ENSG00000228748.2	6	7	4	24	5	9
ENSG00000151208.16	6740	7777	6699	7606	7066	6388
ENSG00000204049.1	1	0	0	1	1	0
ENSG00000243446.3	0	0	0	0	0	0
ENSG00000233871.2	51	55	44	47	52	45
ENSG00000234612.1	0	0	0	0	0	1
ENSG00000274686.1	0	0	0	0	0	0
ENSG00000148606.12	2490	2798	2753	2818	2871	2635
ENSG00000138326.19	67713	71742	82453	73703	76427	65285
ENSG00000231957.2	0	0	0	0	0	0
ENSG00000283096.1	0	0	0	0	0	0
ENSG00000282863.1	0	0	0	0	1	0
ENSG00000230417.11	11	7	5	8	3	6
ENSG00000229543.1	0	0	0	0	0	0
ENSG00000230229.1	0	0	0	0	0	0
ENSG00000201393.1	0	0	0	0	0	0
ENSG00000282952.1	0	0	0	0	0	0
ENSG00000228683.1	0	0	0	0	0	0
ENSG00000224596.7	95	78	45	113	82	46
ENSG00000229569.1	0	0	0	0	0	0
ENSG00000108175.16	7677	8772	8128	9561	8113	7586
ENSG00000108179.13	5161	5883	6856	5312	6423	6418
ENSG00000165424.6	898	894	758	1174	833	829
ENSG00000235426.2	0	0	0	0	0	0
ENSG00000259021.2	0	0	0	0	0	0
ENSG00000241317.1	0	0	0	0	0	0
ENSG00000235705.6	0	0	0	0	0	0
ENSG00000253626.3	4307	5378	4585	4271	4631	4590
ENSG00000271985.1	0	0	0	0	0	0
ENSG00000232965.1	0	0	0	0	0	0
ENSG00000185303.16	0	0	0	0	0	0
ENSG00000219430.2	0	1	0	0	0	0
ENSG00000225827.1	0	0	0	0	0	0
ENSG00000122852.14	0	0	0	0	0	0
ENSG00000226676.1	0	0	0	0	0	0
ENSG00000244733.5	0	0	0	0	0	0
ENSG00000225484.6	786	769	721	693	781	678
ENSG00000272489.1	1	0	0	0	0	0
ENSG00000280355.1	195	243	181	223	180	198
ENSG00000278616.1	1	2	0	0	0	0
ENSG00000224886.2	80	73	68	60	80	68
ENSG00000188199.10	2	2	4	2	3	4
ENSG00000272447.1	150	182	137	199	151	135
ENSG00000228570.7	9	11	8	8	6	9
ENSG00000214695.3	0	0	0	0	0	0
ENSG00000204437.7	0	0	0	0	0	0
ENSG00000214584.3	24	28	28	34	20	22
ENSG00000283913.1	0	0	0	0	0	0
ENSG00000283101.1	0	0	0	0	0	0
ENSG00000242600.8	0	0	0	0	0	0
ENSG00000133661.15	15	10	14	11	16	13
ENSG00000273372.1	1	0	0	1	0	0
ENSG00000280259.1	0	0	0	0	0	0
ENSG00000235924.1	0	0	0	0	0	0
ENSG00000225100.2	0	0	0	0	0	0
ENSG00000229616.2	0	0	0	0	0	0
ENSG00000224760.4	0	0	0	0	0	0
ENSG00000236217.4	0	0	0	0	0	0
ENSG00000227515.3	0	0	0	0	0	0
ENSG00000230091.6	81	69	71	81	86	54
ENSG00000282432.1	0	0	0	0	0	0
ENSG00000133678.13	1012	983	944	1142	1065	845
ENSG00000279399.1	1	0	0	2	1	2
ENSG00000230171.1	5	0	2	5	0	0
ENSG00000189129.13	2	1	0	0	1	0
ENSG00000122359.17	8947	10273	9386	9729	9626	8899
ENSG00000237523.1	524	555	598	633	541	550
ENSG00000234319.1	0	0	0	0	0	0
ENSG00000234382.2	18	13	12	12	16	16
ENSG00000234743.1	117	172	143	167	148	135
ENSG00000279359.1	1	0	0	0	0	1
ENSG00000151224.12	6	3	8	6	4	5
ENSG00000232950.1	0	0	0	0	0	0
ENSG00000235858.1	0	0	0	0	0	0
ENSG00000170788.13	0	0	0	0	0	0
ENSG00000133665.12	7	1	1	3	3	0
ENSG00000122378.13	4020	5074	3295	4072	4432	3268
ENSG00000108219.14	14417	16490	12798	16221	15715	12839
ENSG00000226659.1	61	53	35	69	53	41
ENSG00000178217.14	5	9	7	5	6	9
ENSG00000231082.1	0	0	0	0	1	0
ENSG00000233353.1	0	0	0	0	0	0
ENSG00000233703.1	0	0	0	0	0	0
ENSG00000231060.1	0	0	0	0	0	1
ENSG00000227209.1	0	0	0	0	0	0
ENSG00000226466.2	0	1	2	2	1	0
ENSG00000185737.12	0	0	0	0	0	0
ENSG00000285739.1	0	0	0	0	0	0
ENSG00000229458.2	0	0	0	0	0	0
ENSG00000225738.2	0	0	0	0	0	0
ENSG00000207275.1	0	0	0	0	0	0
ENSG00000200774.1	0	0	0	0	0	0
ENSG00000234931.1	0	0	0	0	0	0
ENSG00000233945.1	0	0	0	0	0	0
ENSG00000223565.1	0	0	0	0	0	0
ENSG00000212324.1	0	0	0	0	0	0
ENSG00000233258.1	0	0	0	0	0	0
ENSG00000200789.1	0	0	0	0	0	0
ENSG00000212769.5	13	8	8	6	6	7
ENSG00000271933.1	8	4	4	18	6	9
ENSG00000165678.20	16358	18835	17659	18262	18379	16923
ENSG00000285972.1	1	0	0	0	0	1
ENSG00000188373.4	1	0	0	0	0	0
ENSG00000148600.14	8	22	6	13	9	11
ENSG00000204033.9	0	0	0	0	0	0
ENSG00000148602.5	0	0	0	0	0	0
ENSG00000148604.13	0	0	0	0	0	0
ENSG00000229404.5	82	66	73	80	41	53
ENSG00000107771.16	2000	2309	1938	2165	2113	1803
ENSG00000233189.1	0	0	0	0	0	0
ENSG00000225423.1	51	60	62	45	46	40
ENSG00000225928.2	0	1	0	0	0	0
ENSG00000178429.9	7121	7982	7157	7661	8047	6482
ENSG00000237267.1	0	0	0	0	0	0
ENSG00000223993.1	0	0	0	0	0	0
ENSG00000224504.2	0	0	0	0	0	0
ENSG00000230962.1	0	0	0	0	0	0
ENSG00000279910.1	0	0	0	0	0	0
ENSG00000223064.1	0	0	0	0	0	0
ENSG00000280134.1	0	0	0	0	0	0
ENSG00000234942.2	0	0	0	0	0	0
ENSG00000182771.18	16	23	14	37	34	20
ENSG00000278333.1	0	0	0	0	0	0
ENSG00000270002.1	19	5	15	19	16	19
ENSG00000252292.1	0	0	0	0	0	0
ENSG00000236606.1	0	0	0	0	0	0
ENSG00000200487.1	0	0	0	0	0	0
ENSG00000199104.2	0	0	0	0	0	0
ENSG00000062650.18	3471	3658	3471	3769	3614	3216
ENSG00000212332.1	0	0	0	0	0	0
ENSG00000227896.2	116	133	98	124	108	97
ENSG00000230507.5	4	2	3	5	4	0
ENSG00000122375.11	0	1	0	1	0	0
ENSG00000122367.19	30	30	18	38	22	17
ENSG00000272631.1	218	234	152	189	142	120
ENSG00000107779.13	3589	4106	3267	3476	3479	3199
ENSG00000270874.1	0	0	0	0	0	0
ENSG00000200176.1	0	0	0	0	0	0
ENSG00000173269.13	13	10	13	13	5	5
ENSG00000281974.1	0	0	0	0	0	0
ENSG00000173267.13	268	218	221	253	227	251
ENSG00000272734.1	221	175	190	219	199	181
ENSG00000148671.13	2	1	5	3	0	2
ENSG00000273413.1	0	0	0	0	0	0
ENSG00000271880.1	1	1	0	1	0	0
ENSG00000240089.2	0	0	0	0	0	0
ENSG00000151303.11	0	1	0	0	1	2
ENSG00000272508.1	0	0	0	0	2	0
ENSG00000261011.1	0	0	0	0	0	0
ENSG00000229969.1	0	0	0	0	0	0
ENSG00000188100.8	0	0	0	0	0	0
ENSG00000271573.1	0	0	0	0	0	0
ENSG00000200253.1	2	0	0	2	1	0
ENSG00000148672.8	8102	9332	8382	8877	9006	8022
ENSG00000122376.11	2468	2621	2631	2632	2522	2342
ENSG00000237280.1	1	0	1	0	0	0
ENSG00000273946.1	0	0	0	0	0	0
ENSG00000223482.7	869	990	926	931	975	852
ENSG00000285257.1	25	18	22	26	26	20
ENSG00000184923.12	3	1	1	1	3	0
ENSG00000224914.3	233	214	195	240	228	231
ENSG00000214562.14	17	24	14	19	28	20
ENSG00000237740.1	0	0	0	0	0	0
ENSG00000236417.2	0	0	0	0	0	0
ENSG00000228055.2	0	0	0	0	0	0
ENSG00000231569.1	0	4	0	1	0	0
ENSG00000283672.1	0	0	0	0	0	0
ENSG00000107789.15	2837	3079	2580	2906	2915	2538
ENSG00000223761.1	0	0	1	0	0	0
ENSG00000225913.2	4	1	1	1	1	0
ENSG00000196566.2	11	7	8	5	3	9
ENSG00000234192.1	1	0	1	0	1	2
ENSG00000198682.12	4883	4774	4949	4405	4512	4486
ENSG00000138138.13	4258	5074	4515	4951	4834	4372
ENSG00000223820.5	27	24	17	25	14	20
ENSG00000243782.3	0	0	0	0	0	0
ENSG00000227268.3	88	103	118	112	85	96
ENSG00000171862.10	3721	4126	3646	3939	3981	3565
ENSG00000224745.1	5	12	5	8	9	5
ENSG00000213613.2	6	7	0	5	4	2
ENSG00000200891.1	0	0	0	0	0	0
ENSG00000227905.1	0	0	0	0	0	0
ENSG00000275015.1	0	0	0	0	0	0
ENSG00000184719.11	462	449	411	405	423	366
ENSG00000201548.1	0	0	0	0	0	0
ENSG00000204022.9	3	1	0	3	0	3
ENSG00000237205.1	0	0	0	0	0	0
ENSG00000182333.14	0	0	0	0	0	0
ENSG00000271408.1	0	0	0	0	0	0
ENSG00000204021.3	0	0	0	1	1	0
ENSG00000226358.1	0	1	0	0	0	0
ENSG00000204020.5	0	0	1	1	1	0
ENSG00000235150.1	0	0	0	0	0	0
ENSG00000173239.13	0	0	0	1	1	0
ENSG00000152766.5	18	37	25	15	36	17
ENSG00000234256.2	0	0	0	0	0	0
ENSG00000138134.11	2371	2978	2579	2154	2674	2172
ENSG00000180139.11	39	45	59	39	43	41
ENSG00000107796.13	1218	1051	1055	1280	919	1036
ENSG00000026103.21	1638	1624	1720	1448	1491	1670
ENSG00000275693.1	0	2	0	1	0	4
ENSG00000261438.1	24	27	13	26	22	27
ENSG00000265375.1	0	0	0	0	0	0
ENSG00000283664.1	0	0	0	0	0	0
ENSG00000233292.1	0	0	0	0	0	1
ENSG00000138135.6	1	0	1	4	2	4
ENSG00000107798.17	5708	5913	4507	5432	5290	4390
ENSG00000119922.9	118	105	92	97	107	72
ENSG00000232110.7	1	2	4	1	2	2
ENSG00000119917.13	219	210	208	190	198	149
ENSG00000224289.1	0	0	0	0	0	0
ENSG00000204010.3	0	1	0	0	0	0
ENSG00000185745.9	246	210	142	188	188	136
ENSG00000152778.8	1213	1320	1225	1408	1273	1108
ENSG00000152779.13	16	11	5	12	14	7
ENSG00000234452.5	0	0	0	0	0	0
ENSG00000152782.16	529	656	525	518	606	485
ENSG00000198997.2	0	1	0	1	0	0
ENSG00000249962.1	0	0	0	0	0	0
ENSG00000232936.5	27	21	27	29	27	23
ENSG00000225836.1	0	0	0	0	0	0
ENSG00000235100.3	22	14	9	9	10	12
ENSG00000240996.1	18	19	20	20	17	23
ENSG00000138182.14	2968	3347	3584	3739	3493	3179
ENSG00000283578.1	0	3	2	1	1	1
ENSG00000232229.5	0	0	0	1	1	0
ENSG00000270670.1	0	0	0	0	0	0
ENSG00000280560.1	0	0	0	0	0	0
ENSG00000226159.1	0	0	0	0	0	0
ENSG00000228938.3	9	4	4	3	4	1
ENSG00000222451.1	0	0	0	0	0	0
ENSG00000236373.1	0	0	0	0	0	0
ENSG00000224750.6	0	0	0	0	0	0
ENSG00000238291.1	0	0	0	0	0	0
ENSG00000283053.1	0	0	0	0	0	0
ENSG00000148680.15	11	7	7	5	7	2
ENSG00000148688.13	1893	2212	2121	2166	2150	2022
ENSG00000222305.1	0	0	0	0	0	0
ENSG00000148677.6	512	886	1060	511	1168	1244
ENSG00000201604.1	1	0	0	0	0	0
ENSG00000225519.1	0	0	0	0	0	0
ENSG00000273124.1	0	0	0	0	0	0
ENSG00000224851.2	0	0	0	0	0	0
ENSG00000220585.4	1	0	1	2	0	0
ENSG00000234043.3	8	7	11	9	7	3
ENSG00000180628.14	3080	3763	3330	3463	3477	3328
ENSG00000165338.16	821	763	689	925	677	634
ENSG00000271385.1	0	0	0	0	0	0
ENSG00000223876.1	0	0	0	0	0	0
ENSG00000119938.8	1034	1086	944	1174	1110	1044
ENSG00000213449.2	0	0	0	0	0	0
ENSG00000228759.1	0	0	0	1	0	0
ENSG00000228701.1	24	23	25	24	27	14
ENSG00000107854.5	5007	5543	4736	5311	5183	4420
ENSG00000180581.7	7238	7766	7504	8460	8536	7416
ENSG00000273497.1	0	0	0	0	0	0
ENSG00000174721.9	252	287	308	324	283	302
ENSG00000272817.1	11	19	15	24	11	15
ENSG00000095564.13	3937	4389	4239	4573	4246	3743
ENSG00000107864.14	68	114	53	86	67	54
ENSG00000252993.1	0	0	0	0	0	0
ENSG00000214549.2	9	3	2	9	3	1
ENSG00000213484.2	0	0	0	0	0	0
ENSG00000221042.1	0	0	0	0	0	0
ENSG00000105988.6	448	483	512	479	508	465
ENSG00000199881.1	0	0	0	0	0	0
ENSG00000198060.9	3094	3440	2862	3602	3303	2894
ENSG00000202297.1	0	0	0	0	0	0
ENSG00000232709.1	1	0	0	0	0	0
ENSG00000119912.16	5076	5771	5143	5686	5321	4583
ENSG00000138160.5	6059	7155	7583	8109	7541	6417
ENSG00000184111.6	0	0	0	0	0	0
ENSG00000264313.2	0	3	3	1	0	0
ENSG00000236493.2	66	77	83	75	75	61
ENSG00000152804.10	1028	1135	900	1091	1046	775
ENSG00000201412.1	0	0	0	0	0	0
ENSG00000138190.16	1976	2251	2024	2139	2148	1804
ENSG00000225118.1	0	0	0	0	0	0
ENSG00000226425.1	0	0	0	0	0	0
ENSG00000187553.8	2	0	2	2	2	7
ENSG00000285846.1	0	0	0	0	0	0
ENSG00000279607.1	3	1	2	0	1	1
ENSG00000095596.11	304	255	323	244	224	301
ENSG00000232805.1	0	0	0	0	0	0
ENSG00000237417.1	88	98	100	114	89	93
ENSG00000213432.2	143	131	123	127	115	116
ENSG00000138119.16	34204	37565	39990	34090	33545	36074
ENSG00000138180.15	5173	5932	5959	5581	5734	5468
ENSG00000212396.1	0	1	0	0	0	0
ENSG00000186188.10	42	27	24	33	19	27
ENSG00000138207.13	212	249	241	258	320	245
ENSG00000095464.9	2	0	2	0	2	1
ENSG00000148690.11	1413	1612	1404	1884	1624	1527
ENSG00000108231.12	0	1	0	0	0	0
ENSG00000280660.1	0	0	0	0	0	0
ENSG00000280485.1	0	0	0	1	0	0
ENSG00000227995.1	0	0	0	1	0	0
ENSG00000176273.14	1348	1522	1318	1326	1248	1315
ENSG00000180764.13	529	620	600	618	671	590
ENSG00000138193.15	3978	3606	3503	3186	2926	3112
ENSG00000232913.8	0	0	0	0	0	0
ENSG00000231575.1	0	0	0	1	0	0
ENSG00000234724.1	8	3	5	6	6	9
ENSG00000206631.1	0	0	0	0	0	1
ENSG00000228553.1	0	0	0	0	0	0
ENSG00000268894.6	3	5	5	5	1	2
ENSG00000273450.1	2	3	5	1	2	5
ENSG00000173145.11	2450	2980	3428	2947	3155	3051
ENSG00000108239.8	706	808	723	827	780	689
ENSG00000119969.14	3800	4298	4116	4138	4224	3730
ENSG00000244332.1	8	9	3	20	9	4
ENSG00000235746.1	0	0	0	0	0	0
ENSG00000108242.12	5	3	4	7	3	1
ENSG00000276490.1	0	0	0	0	0	0
ENSG00000165841.10	1	1	0	0	0	0
ENSG00000230338.1	0	0	0	0	0	0
ENSG00000235199.1	0	0	0	0	0	0
ENSG00000225354.1	0	0	0	0	0	0
ENSG00000138109.10	6	8	7	6	14	9
ENSG00000233377.1	0	0	0	0	0	0
ENSG00000228460.1	0	0	0	0	0	0
ENSG00000260863.1	0	0	0	0	0	0
ENSG00000237885.1	0	0	0	0	0	0
ENSG00000138115.13	0	1	0	1	2	1
ENSG00000231829.2	1	2	0	0	0	2
ENSG00000274691.1	0	0	0	0	0	1
ENSG00000225533.1	2	2	1	3	5	3
ENSG00000173124.14	0	2	0	1	1	3
ENSG00000234026.1	0	1	1	0	0	0
ENSG00000107438.8	7638	7386	6496	7602	6893	6321
ENSG00000095637.22	73	73	73	74	66	69
ENSG00000214362.2	6	3	9	3	5	2
ENSG00000059573.8	5570	5841	5538	5807	5708	5378
ENSG00000119977.20	3205	3491	3312	3616	3458	3108
ENSG00000138185.19	7	13	3	11	11	4
ENSG00000226688.6	457	605	504	598	561	552
ENSG00000240527.1	0	0	2	2	0	0
ENSG00000270099.1	0	0	0	0	0	0
ENSG00000188649.13	7	13	4	5	5	5
ENSG00000227805.1	0	0	2	1	1	0
ENSG00000107443.15	969	1059	991	1101	950	912
ENSG00000266407.1	0	0	0	0	0	0
ENSG00000200728.1	0	0	0	0	0	0
ENSG00000177853.14	1926	2060	2118	2290	1901	1917
ENSG00000229417.1	36	32	30	44	36	23
ENSG00000095585.16	0	0	1	0	2	0
ENSG00000229418.2	0	0	0	0	0	0
ENSG00000107447.7	2	3	3	3	8	2
ENSG00000197430.10	0	0	0	0	0	0
ENSG00000095587.8	35	31	28	28	26	25
ENSG00000077147.15	15375	17685	15208	16992	16566	15317
ENSG00000235677.1	54	52	54	50	50	55
ENSG00000155629.14	333	319	212	347	230	217
ENSG00000202047.1	0	0	0	0	0	0
ENSG00000227032.1	2	0	0	0	0	1
ENSG00000207287.1	0	0	0	0	0	0
ENSG00000236552.2	14759	16786	15178	17718	15919	14546
ENSG00000207976.1	0	0	0	1	0	0
ENSG00000196233.13	2280	2303	2482	2852	2050	2331
ENSG00000232875.1	0	0	0	2	0	1
ENSG00000187122.16	11	11	10	14	8	6
ENSG00000234855.1	0	0	0	0	0	0
ENSG00000269891.2	0	0	2	0	2	4
ENSG00000213390.10	809	835	884	950	894	849
ENSG00000231398.1	0	0	0	0	0	0
ENSG00000277308.1	0	0	0	0	0	0
ENSG00000237169.1	0	0	0	0	0	0
ENSG00000165879.8	160	213	82	200	166	77
ENSG00000181274.6	329	469	244	459	388	308
ENSG00000225850.3	1	4	2	6	2	3
ENSG00000052749.13	5249	5767	6207	5784	6054	5955
ENSG00000231508.1	0	0	0	0	0	0
ENSG00000231970.1	2	5	0	0	1	6
ENSG00000200737.1	5	6	5	4	5	3
ENSG00000171314.8	35295	41324	35593	38413	39064	35072
ENSG00000171311.12	1610	1808	1632	1840	1783	1577
ENSG00000171307.18	2935	3239	3134	2964	3107	2975
ENSG00000155229.20	4124	4474	3889	4326	4161	3710
ENSG00000165886.4	633	775	561	598	630	651
ENSG00000165887.11	319	290	475	234	288	499
ENSG00000241935.8	133	147	152	148	130	153
ENSG00000249967.1	0	0	0	0	0	0
ENSG00000203942.4	2	0	6	3	3	3
ENSG00000171160.17	417	447	398	431	462	395
ENSG00000155252.13	1423	1730	1346	1433	1626	1253
ENSG00000119986.6	3236	4396	4040	3408	4467	3973
ENSG00000155254.12	3652	4192	3380	4002	3891	3331
ENSG00000155256.17	2076	2439	1903	2244	2252	1823
ENSG00000120057.4	86	92	56	95	112	64
ENSG00000227356.2	2	3	1	2	3	0
ENSG00000155265.10	304	440	254	350	469	266
ENSG00000095713.13	32	33	44	55	31	36
ENSG00000278752.1	0	0	0	0	0	0
ENSG00000166024.13	1281	1361	1246	1272	1354	1081
ENSG00000138131.3	352	251	295	280	227	293
ENSG00000230928.1	4	3	7	3	0	1
ENSG00000119943.12	616	571	534	691	645	535
ENSG00000284415.1	0	0	0	0	0	0
ENSG00000107521.18	1699	2007	1529	1961	2022	1545
ENSG00000264610.1	3	2	1	1	2	3
ENSG00000172987.12	0	0	0	0	1	0
ENSG00000274056.1	0	0	0	0	0	0
ENSG00000236818.1	2	0	0	0	0	0
ENSG00000234109.1	3	1	1	3	1	0
ENSG00000119946.10	4089	4522	2951	3422	3494	2793
ENSG00000120053.11	2263	2748	2456	2405	2551	2438
ENSG00000224934.4	123	168	127	152	172	108
ENSG00000257582.5	0	0	0	0	1	0
ENSG00000228778.2	0	0	0	0	0	0
ENSG00000119919.10	3	5	4	6	2	3
ENSG00000155287.10	959	1054	997	1063	1021	942
ENSG00000260475.1	9	8	8	11	8	10
ENSG00000229278.2	1	1	1	0	2	0
ENSG00000285932.1	0	0	0	0	0	0
ENSG00000198018.6	877	966	918	982	968	880
ENSG00000233690.1	2	1	2	3	5	2
ENSG00000119929.12	1835	2175	2065	2101	2125	1909
ENSG00000014919.12	2521	2938	2716	2755	2796	2586
ENSG00000023839.11	29690	36945	29647	32061	35016	26601
ENSG00000227351.2	0	0	0	0	0	0
ENSG00000107554.16	3254	3314	2824	3396	2980	2808
ENSG00000227695.5	13	16	7	25	10	16
ENSG00000120054.11	41	37	21	27	38	17
ENSG00000283232.1	0	0	0	0	0	0
ENSG00000232230.1	1	0	0	0	0	1
ENSG00000270623.1	0	0	0	0	0	0
ENSG00000107566.13	5707	6195	6081	6356	6457	5723
ENSG00000213341.10	3079	3526	3285	3152	3440	2847
ENSG00000236308.1	3	4	3	1	0	1
ENSG00000227492.1	10	9	6	16	7	2
ENSG00000095485.17	1876	2067	1942	2067	2102	1786
ENSG00000212464.1	8	7	8	11	8	5
ENSG00000230224.1	3	1	4	6	3	3
ENSG00000207362.1	0	0	0	0	0	0
ENSG00000196072.11	3567	4019	3569	3820	3711	3535
ENSG00000107593.16	14	18	10	4	10	9
ENSG00000231188.1	2	1	2	3	2	0
ENSG00000099194.5	85186	113567	33113	85887	101062	32492
ENSG00000235823.2	615	683	425	644	604	344
ENSG00000212325.1	0	0	0	0	0	0
ENSG00000075290.7	0	3	4	2	2	1
ENSG00000075826.16	713	768	539	735	695	477
ENSG00000255339.6	0	0	0	0	0	0
ENSG00000166136.15	225	202	149	186	192	171
ENSG00000166135.13	5016	5591	5162	5562	5263	4931
ENSG00000274660.1	0	0	0	0	0	0
ENSG00000075891.21	32	25	19	40	27	23
ENSG00000222072.1	0	0	0	0	0	0
ENSG00000272572.1	18	31	25	32	37	20
ENSG00000119906.12	2705	3142	3062	3059	3153	2681
ENSG00000273476.1	1	0	1	2	1	0
ENSG00000055950.16	2700	2860	2576	2919	3056	2584
ENSG00000095539.15	1069	1299	913	1105	1305	852
ENSG00000207551.1	1	1	0	3	2	0
ENSG00000236662.1	27	36	30	49	18	28
ENSG00000107815.9	4408	4794	4383	4873	5108	4547
ENSG00000107816.17	3704	4275	2815	3897	3846	2885
ENSG00000186862.18	75	67	61	84	68	53
ENSG00000107819.13	2586	2817	2427	2860	2855	2439
ENSG00000273162.1	48	73	59	74	62	51
ENSG00000107821.14	153	213	144	146	181	149
ENSG00000236311.6	0	0	0	0	0	0
ENSG00000107807.12	0	2	2	0	3	0
ENSG00000237579.2	0	0	0	0	0	0
ENSG00000270973.1	0	0	0	0	0	0
ENSG00000138136.6	0	0	0	0	0	0
ENSG00000227128.4	2	1	1	0	0	1
ENSG00000229649.1	0	0	0	0	0	0
ENSG00000222238.1	0	0	0	0	0	0
ENSG00000225208.1	0	0	0	0	0	0
ENSG00000230967.2	0	0	0	0	0	0
ENSG00000166167.17	1645	1975	1597	1740	1907	1586
ENSG00000222414.1	0	0	0	0	0	0
ENSG00000166171.12	914	936	899	964	946	944
ENSG00000166169.16	1041	1262	1086	1100	1185	1051
ENSG00000283558.1	0	0	0	0	0	0
ENSG00000263436.1	0	0	0	0	1	1
ENSG00000107829.13	2256	2275	1588	2460	2242	1789
ENSG00000222051.1	0	1	0	0	1	0
ENSG00000224817.1	10	18	16	9	17	16
ENSG00000107831.12	5	1	1	5	3	2
ENSG00000107833.10	2716	2861	2783	3225	3187	2943
ENSG00000198408.13	8830	7729	8257	10848	7900	7972
ENSG00000226009.1	17	7	8	7	9	10
ENSG00000120049.19	109	139	122	153	114	100
ENSG00000120029.12	1980	2058	1792	1975	1943	1752
ENSG00000274742.1	0	0	0	0	0	0
ENSG00000222430.1	0	0	0	0	0	0
